id,count
0,96.6
1,223.76
2,78.06
4,28.51
5,72.46
10,118.21
11,211.39
12,325.97
15,37.18
17,120.22
18,297.86
23,242.22
25,97.08
26,37.82
31,200.73
39,163.09
40,28.06
41,158.23
42,364.44
43,160.63
51,234.03
52,85.26
54,16.79
60,144.41
61,136.32
62,114.02
63,28.59
65,116.17
66,111.41
68,142.3
71,74.31
80,30.83
82,56.25
94,130.54
98,279.25
101,32.13
102,131.97
107,104.34
112,234.1
113,75.05
115,53.55
116,121.13
120,159.24
121,82.94
122,339.13
132,187.35
143,91.31
147,57.25
150,18.54
151,87.29
152,230.45
153,92.07
155,160.99
156,84.6
159,184.99
161,131.98
163,43.35
177,176.1
186,14.7
188,20.04
190,99.4
191,83.32
192,265.46
195,320.53
200,140.84
209,312.83
210,15.84
211,232.71
214,121.38
215,27.21
218,100.96
219,32.77
222,120.09
225,14.62
228,333.53
236,231.0
241,37.28
242,181.71
243,232.42
245,18.94
247,247.99
251,127.86
252,89.12
253,83.84
254,92.74
258,310.5
260,41.53
261,170.6
265,116.54
266,267.55
267,306.01
269,153.51
270,61.37
275,102.3
278,33.9
279,85.23
286,105.62
287,28.92
288,214.42
289,137.87
293,19.12
294,139.68
297,37.36
302,119.83
303,69.41
304,72.49
307,99.92
309,18.03
311,170.74
312,121.78
314,173.19
315,242.27
319,158.58
322,117.52
323,58.85
325,122.66
327,235.49
330,32.44
332,196.41
333,17.68
338,100.83
341,109.44
345,180.95
348,123.26
349,43.42
350,116.54
352,54.84
355,16.45
356,237.8
358,55.61
363,130.03
369,170.67
371,19.76
372,133.21
375,305.09
380,121.58
388,42.55
391,140.28
392,261.53
393,371.46
394,197.39
396,28.67
401,36.35
407,107.22
409,89.53
410,110.83
416,106.82
418,122.51
420,146.83
421,225.75
422,124.92
424,297.52
428,339.52
429,226.0
431,164.26
435,12.5
439,115.71
441,12.31
447,97.05
449,136.29
451,138.17
452,16.04
454,212.66
458,218.17
463,126.94
467,14.51
470,235.52
471,157.66
474,289.36
478,17.0
483,122.41
484,121.28
485,85.41
486,129.45
491,101.39
494,99.71
495,240.2
497,206.3
499,164.35
515,111.68
518,208.13
521,180.5
525,153.15
529,242.96
532,140.98
534,111.27
540,114.88
