id,count
0,91.65
1,239.64
2,101.85
4,29.97
5,71.78
10,130.09
11,179.55
12,320.07
15,29.79
17,120.98
18,307.03
23,266.27
25,100.9
26,36.76
31,209.96
39,161.27
40,24.74
41,180.41
42,382.54
43,164.58
51,241.41
52,81.11
54,16.43
60,146.23
61,152.29
62,109.16
63,29.11
65,118.77
66,114.68
68,153.3
71,64.24
80,29.03
82,71.92
94,137.59
98,270.96
101,28.06
102,135.13
107,92.43
112,228.9
113,75.27
115,50.67
116,120.28
120,153.39
121,75.96
122,327.03
132,198.75
143,88.9
147,65.53
150,16.85
151,87.8
152,245.6
153,91.04
155,165.75
156,83.34
159,199.58
161,136.37
163,40.97
177,176.21
186,14.69
188,18.43
190,90.98
191,85.19
192,265.8
195,299.81
200,150.44
209,315.71
210,13.1
211,226.57
214,134.83
215,25.73
218,103.78
219,32.79
222,134.88
225,14.72
228,312.48
236,235.72
241,35.15
242,184.61
243,237.72
245,17.14
247,254.01
251,132.49
252,90.41
253,87.88
254,92.81
258,316.52
260,48.9
261,155.73
265,110.05
266,280.11
267,297.69
269,161.04
270,67.98
275,102.12
278,38.72
279,89.51
286,98.71
287,29.66
288,219.77
289,153.15
293,20.3
294,151.87
297,35.04
302,121.87
303,61.92
304,71.06
307,98.42
309,17.02
311,166.53
312,133.17
314,199.5
315,236.49
319,170.58
322,115.06
323,66.78
325,129.43
327,234.94
330,35.59
332,216.48
333,19.54
338,104.89
341,111.66
345,186.38
348,127.42
349,43.42
350,122.23
352,47.9
355,15.96
356,232.72
358,51.03
363,130.62
369,151.82
371,19.15
372,140.71
375,288.53
380,133.07
388,41.88
391,154.11
392,265.58
393,370.8
394,195.57
396,26.72
401,36.59
407,111.29
409,90.81
410,117.21
416,107.76
418,124.72
420,150.23
421,208.37
422,132.29
424,289.28
428,321.32
429,206.58
431,164.17
435,13.92
439,119.67
441,14.08
447,94.05
449,147.49
451,138.9
452,16.89
454,208.4
458,205.9
463,124.37
467,14.7
470,231.27
471,161.39
474,289.28
478,16.78
483,123.77
484,132.31
485,80.44
486,128.38
491,100.62
494,109.1
495,237.48
497,209.82
499,173.25
515,111.69
518,208.99
521,178.32
525,176.12
529,257.57
532,145.8
534,107.45
540,107.75
544,300.16
547,169.1
549,41.05
563,35.4
564,145.02
567,124.94
572,110.58
577,131.69
578,269.71
585,335.58
588,143.72
589,113.77
590,104.75
592,16.9
594,229.06
596,14.9
598,336.31
599,140.97
605,36.81
606,130.19
607,253.71
608,224.47
609,68.16
610,284.14
611,180.29
614,130.18
615,204.62
616,244.13
617,125.27
618,237.45
624,117.77
629,142.68
631,91.57
633,92.16
637,25.13
638,98.35
643,63.58
644,145.12
645,36.94
646,207.9
648,213.07
650,38.96
651,200.16
652,270.56
656,113.53
657,18.87
659,85.77
660,210.85
662,102.11
665,375.24
675,326.62
681,158.13
682,206.32
685,21.11
686,223.33
689,25.82
696,136.88
703,151.17
704,97.86
705,120.23
714,232.48
717,99.26
718,15.4
720,88.72
721,251.75
723,238.38
726,185.96
728,137.1
730,201.83
731,27.9
734,344.36
737,84.48
738,19.16
745,180.03
746,26.85
749,231.84
752,25.79
753,175.94
758,243.76
765,17.22
766,226.52
768,89.66
769,218.94
774,125.36
775,109.04
781,49.9
784,325.89
794,18.05
795,277.7
796,68.96
802,158.03
803,221.2
805,36.23
806,293.64
807,100.1
809,17.44
810,177.1
812,195.94
814,117.45
818,242.98
819,135.91
825,67.77
836,119.0
839,119.35
847,265.53
848,177.26
851,115.83
852,132.41
853,33.01
857,144.71
858,39.57
859,226.4
861,26.39
867,105.05
870,219.67
871,205.1
872,224.11
874,350.95
881,213.9
886,129.81
890,51.38
895,161.9
899,90.6
900,273.1
901,251.42
902,256.45
903,39.05
913,262.28
918,209.11
923,117.39
924,38.35
926,28.13
927,19.49
930,213.96
934,34.44
937,129.31
939,139.52
941,96.32
942,374.09
946,284.14
950,96.54
953,89.15
959,95.63
961,30.26
962,96.31
964,80.71
969,188.9
971,140.98
976,38.79
978,253.82
980,229.6
981,145.25
990,369.37
993,19.02
996,19.8
998,326.01
999,183.8
1006,118.61
1008,15.4
1013,29.62
1015,100.18
1016,114.48
1022,316.58
1026,213.46
1028,254.22
1031,67.46
1034,44.21
1037,207.65
1040,60.94
1042,20.33
1046,19.34
1048,96.9
1049,110.76
1050,68.5
1051,202.81
1052,238.96
1055,189.56
1060,153.2
1064,29.25
1066,68.23
1071,98.48
1073,14.84
1089,199.63
1091,98.09
1092,75.35
1093,227.09
1096,308.37
1097,221.87
1098,18.61
1099,37.0
1102,174.86
1107,102.47
1109,39.76
1111,126.95
1112,115.56
1114,300.05
1116,302.2
1117,113.69
1118,71.21
1122,137.32
1124,166.24
1127,124.92
1133,212.94
1134,36.51
1135,143.17
1139,290.92
1143,46.3
1150,119.88
1151,115.45
1153,276.23
1155,29.34
1162,29.14
1163,199.26
1166,23.71
1171,85.55
1172,16.02
1173,259.42
1174,68.77
1177,117.55
1178,148.5
1184,179.45
1185,108.63
1186,122.06
1187,171.11
1188,279.63
1191,137.17
1207,123.04
1213,44.94
1215,127.62
1223,184.88
1227,120.06
1236,46.56
1237,46.17
1238,20.09
1241,31.47
1248,18.06
1250,36.71
1251,162.53
1253,117.99
1255,95.76
1257,163.76
1261,118.86
1262,338.08
1265,132.96
1273,186.87
1277,270.81
1278,118.05
1280,116.7
1284,224.03
1285,328.7
1288,33.38
1295,113.57
1297,354.97
1299,262.5
1304,151.52
1308,41.85
1310,93.99
1311,117.21
1314,88.87
1315,102.74
1318,33.02
1320,319.31
1321,301.67
1322,235.57
1330,115.85
1333,173.97
1334,220.66
1341,132.57
1344,143.98
1351,233.0
1354,97.73
1356,42.78
1363,118.25
1365,193.49
1369,135.23
1373,121.59
1375,111.07
1377,93.04
